InvoiceNo,Store,ItemCategory,Price,Quantity,TotalAmount,Date,PaymentMethod,Discount_Percentage,Discount_Amount,Net_Sales_Amount,Effective_Discount_Per_Item,,
INV00210,Store A,Jackets,196.68,3,590.04,2021-10-02T18:41:07.9728430,Debit Card,15.00%,29.50,88.51,9.83,,
INV00362,Store A,Jackets,61.75,1,61.75,2021-10-02T18:41:07.9728430,Debit Card,10.00%,6.18,6.18,6.18,,
INV00135,Store C,Jackets,188.95,1,188.95,2021-10-02T18:41:07.9728430,Cash,15.00%,28.34,28.34,28.34,,
INV01385,Store A,T-Shirts,43.25,4,173,2021-10-02T18:41:07.9728430,Debit Card,10.00%,4.33,17.30,1.08,,
INV00672,Store C,Accessories,136.51,3,409.53,2021-10-02T18:41:07.9728430,Online Payment,12.00%,16.38,49.14,5.46,,
INV00793,Store C,Jackets,191.94,3,575.82,2021-10-02T18:41:07.9728430,Cash,15.00%,28.79,86.37,9.60,,
INV00809,Store B,Jeans,120.68,4,482.72,2021-10-03T18:41:07.9728430,Credit Card,12.00%,14.48,57.93,3.62,,
INV01596,Store C,Shoes,105.67,1,105.67,2021-10-03T18:41:07.9728430,Online Payment,12.00%,12.68,12.68,12.68,,
INV01148,Store B,Dresses,118.86,3,356.58,2021-10-03T18:41:07.9728430,Debit Card,12.00%,14.26,42.79,4.75,,
INV00948,Store C,Jackets,84.43,3,253.29,2021-10-03T18:41:07.9728430,Online Payment,10.00%,8.44,25.33,2.81,,
INV00090,Store A,Dresses,120.39,4,481.56,2021-10-03T18:41:07.9728430,Online Payment,12.00%,14.45,57.79,3.61,,
INV01802,Store B,Shoes,55.74,2,111.48,2021-10-03T18:41:07.9728430,Credit Card,10.00%,5.57,11.15,2.79,,
INV00416,Store B,Jeans,123.69,3,371.07,2021-10-04T18:41:07.9728430,Online Payment,12.00%,14.84,44.53,4.95,,
INV01800,Store A,Shoes,153.52,3,460.56,2021-10-04T18:41:07.9728430,Debit Card,15.00%,23.03,69.08,7.68,,
INV00800,Store C,Shoes,86.41,2,172.82,2021-10-04T18:41:07.9728430,Cash,10.00%,8.64,17.28,4.32,,
INV00171,Store A,Dresses,24.63,3,73.89,2021-10-04T18:41:07.9728430,Credit Card,10.00%,2.46,7.39,0.82,,
INV00429,Store C,Accessories,93.28,1,93.28,2021-10-04T18:41:07.9728430,Cash,10.00%,9.33,9.33,9.33,,
INV00668,Store C,Shoes,19.8,2,39.6,2021-10-04T18:41:07.9728430,Cash,10.00%,1.98,3.96,0.99,,
INV01794,Store B,Dresses,32.95,3,98.85,2021-10-04T18:41:07.9728430,Credit Card,10.00%,3.30,9.89,1.10,,
INV01443,Store C,Shoes,142.99,2,285.98,2021-10-05T18:41:07.9728430,Online Payment,12.00%,17.16,34.32,8.58,,
INV01552,Store B,T-Shirts,89.42,1,89.42,2021-10-05T18:41:07.9728430,Cash,10.00%,8.94,8.94,8.94,,
INV01354,Store B,Jackets,79.11,1,79.11,2021-10-05T18:41:07.9728430,Online Payment,10.00%,7.91,7.91,7.91,,
INV01958,Store C,Jeans,121.48,1,121.48,2021-10-05T18:41:07.9728430,Online Payment,12.00%,14.58,14.58,14.58,,
INV00577,Store A,Accessories,66.03,1,66.03,2021-10-05T18:41:07.9728430,Cash,10.00%,6.60,6.60,6.60,,
INV01994,Store A,Dresses,52.6,3,157.8,2021-10-05T18:41:07.9728430,Debit Card,10.00%,5.26,15.78,1.75,,
INV00509,Store A,Jackets,126.22,3,378.66,2021-10-05T18:41:07.9728430,Online Payment,12.00%,15.15,45.44,5.05,,
INV00664,Store A,T-Shirts,60.61,4,242.44,2021-10-05T18:41:07.9728430,Debit Card,10.00%,6.06,24.24,1.52,,
INV00683,Store C,Jeans,134.29,3,402.87,2021-10-06T18:41:07.9728430,Debit Card,12.00%,16.11,48.34,5.37,,
INV01339,Store A,Dresses,150.93,2,301.86,2021-10-06T18:41:07.9728430,Online Payment,15.00%,22.64,45.28,11.32,,
INV01316,Store B,Jeans,95.86,1,95.86,2021-10-06T18:41:07.9728430,Cash,10.00%,9.59,9.59,9.59,,
INV01189,Store C,Accessories,118.69,1,118.69,2021-10-06T18:41:07.9728430,Cash,12.00%,14.24,14.24,14.24,,
INV01306,Store A,T-Shirts,133.98,1,133.98,2021-10-06T18:41:07.9728430,Credit Card,12.00%,16.08,16.08,16.08,,
INV01110,Store A,T-Shirts,170.33,3,510.99,2021-10-06T18:41:07.9728430,Cash,15.00%,25.55,76.65,8.52,,
INV01135,Store B,Jeans,126.89,1,126.89,2021-10-06T18:41:07.9728430,Cash,12.00%,15.23,15.23,15.23,,
INV01015,Store C,Jeans,116.87,3,350.61,2021-10-06T18:41:07.9728430,Debit Card,12.00%,14.02,42.07,4.67,,
INV00429,Store A,Accessories,87.75,1,87.75,2021-10-07T18:41:07.9728430,Online Payment,10.00%,8.78,8.78,8.78,,
INV00373,Store C,Accessories,83.57,1,83.57,2021-10-07T18:41:07.9728430,Credit Card,10.00%,8.36,8.36,8.36,,
INV00422,Store B,Shoes,82.43,3,247.29,2021-10-07T18:41:07.9728430,Debit Card,10.00%,8.24,24.73,2.75,,
INV00082,Store A,Accessories,44.46,3,133.38,2021-10-07T18:41:07.9728430,Online Payment,10.00%,4.45,13.34,1.48,,
INV01114,Store A,T-Shirts,177.77,1,177.77,2021-10-07T18:41:07.9728430,Debit Card,15.00%,26.67,26.67,26.67,,
INV01411,Store B,Dresses,79.34,1,79.34,2021-10-07T18:41:07.9728430,Cash,10.00%,7.93,7.93,7.93,,
INV01684,Store A,T-Shirts,152.73,3,458.19,2021-10-07T18:41:07.9728430,Credit Card,15.00%,22.91,68.73,7.64,,
INV01845,Store B,Accessories,40.93,2,81.86,2021-10-07T18:41:07.9728430,Online Payment,10.00%,4.09,8.19,2.05,,
INV00585,Store C,T-Shirts,140.75,3,422.25,2021-10-07T18:41:07.9728430,Debit Card,12.00%,16.89,50.67,5.63,,
INV00162,Store C,Accessories,14.92,4,59.68,2021-10-07T18:41:07.9728430,Online Payment,10.00%,1.49,5.97,0.37,,
INV00165,Store B,Jeans,78.45,1,78.45,2021-10-07T18:41:07.9728430,Online Payment,10.00%,7.85,7.85,7.85,,
INV00525,Store A,Accessories,172.03,2,344.06,2021-10-08T18:41:07.9728430,Cash,15.00%,25.80,51.61,12.90,,
INV00251,Store C,Dresses,30.16,4,120.64,2021-10-08T18:41:07.9728430,Cash,10.00%,3.02,12.06,0.75,,
INV01108,Store A,Jackets,172.58,3,517.74,2021-10-08T18:41:07.9728430,Credit Card,15.00%,25.89,77.66,8.63,,
INV00384,Store C,Jackets,189.91,3,569.73,2021-10-08T18:41:07.9728430,Online Payment,15.00%,28.49,85.46,9.50,,
INV00079,Store C,T-Shirts,198.07,3,594.21,2021-10-08T18:41:07.9728430,Cash,15.00%,29.71,89.13,9.90,,
INV00019,Store A,Jeans,46.34,3,139.02,2021-10-08T18:41:07.9728430,Credit Card,10.00%,4.63,13.90,1.54,,
INV00779,Store C,Shoes,70.41,4,281.64,2021-10-08T18:41:07.9728430,Debit Card,10.00%,7.04,28.16,1.76,,
INV01059,Store C,T-Shirts,88.97,4,355.88,2021-10-08T18:41:07.9728430,Debit Card,10.00%,8.90,35.59,2.22,,
INV00694,Store C,T-Shirts,56.89,2,113.78,2021-10-08T18:41:07.9728430,Debit Card,10.00%,5.69,11.38,2.84,,
INV00237,Store A,Accessories,145.28,4,581.12,2021-10-09T18:41:07.9728430,Cash,12.00%,17.43,69.73,4.36,,
INV01759,Store B,T-Shirts,68.64,1,68.64,2021-10-09T18:41:07.9728430,Debit Card,10.00%,6.86,6.86,6.86,,
INV00704,Store B,Shoes,174.73,4,698.92,2021-10-09T18:41:07.9728430,Cash,15.00%,26.21,104.84,6.55,,
INV01829,Store C,Dresses,23.36,2,46.72,2021-10-09T18:41:07.9728430,Credit Card,10.00%,2.34,4.67,1.17,,
INV01040,Store A,T-Shirts,160.56,4,642.24,2021-10-09T18:41:07.9728430,Debit Card,15.00%,24.08,96.34,6.02,,
INV01469,Store B,Jackets,19.17,3,57.51,2021-10-09T18:41:07.9728430,Online Payment,10.00%,1.92,5.75,0.64,,
INV00043,Store B,Jeans,135.84,1,135.84,2021-10-09T18:41:07.9728430,Credit Card,12.00%,16.30,16.30,16.30,,
INV01852,Store C,T-Shirts,184.09,1,184.09,2021-10-09T18:41:07.9728430,Debit Card,15.00%,27.61,27.61,27.61,,
INV00295,Store C,Accessories,95.32,1,95.32,2021-10-09T18:41:07.9728430,Cash,10.00%,9.53,9.53,9.53,,
INV00511,Store C,Accessories,184.02,4,736.08,2021-10-09T18:41:07.9728430,Debit Card,15.00%,27.60,110.41,6.90,,
INV00440,Store B,Shoes,105.28,1,105.28,2021-10-09T18:41:07.9728430,Cash,12.00%,12.63,12.63,12.63,,
INV01336,Store B,Jackets,10.95,2,21.9,2021-10-09T18:41:07.9728430,Debit Card,10.00%,1.10,2.19,0.55,,
INV00404,Store A,Jeans,104.29,3,312.87,2021-10-09T18:41:07.9728430,Online Payment,12.00%,12.51,37.54,4.17,,
INV01596,Store C,Accessories,131.54,2,263.08,2021-10-10T18:41:07.9728430,Cash,12.00%,15.78,31.57,7.89,,
INV01918,Store A,Jackets,112.98,3,338.94,2021-10-10T18:41:07.9728430,Online Payment,12.00%,13.56,40.67,4.52,,
INV01933,Store C,Shoes,153.25,3,459.75,2021-10-10T18:41:07.9728430,Cash,15.00%,22.99,68.96,7.66,,
INV00027,Store A,Jeans,176.53,2,353.06,2021-10-10T18:41:07.9728430,Debit Card,15.00%,26.48,52.96,13.24,,
INV00485,Store C,Shoes,160.64,3,481.92,2021-10-10T18:41:07.9728430,Debit Card,15.00%,24.10,72.29,8.03,,
INV01544,Store C,Accessories,72.18,2,144.36,2021-10-10T18:41:07.9728430,Credit Card,10.00%,7.22,14.44,3.61,,
INV00688,Store A,Jeans,96.07,4,384.28,2021-10-10T18:41:07.9728430,Online Payment,10.00%,9.61,38.43,2.40,,
INV01899,Store C,Jeans,24.97,4,99.88,2021-10-10T18:41:07.9728430,Credit Card,10.00%,2.50,9.99,0.62,,
INV01042,Store B,Jackets,179.68,2,359.36,2021-10-10T18:41:07.9728430,Online Payment,15.00%,26.95,53.90,13.48,,
INV00259,Store B,Jeans,26.03,3,78.09,2021-10-11T18:41:07.9728430,Cash,10.00%,2.60,7.81,0.87,,
INV01528,Store A,Dresses,73.28,4,293.12,2021-10-11T18:41:07.9728430,Online Payment,10.00%,7.33,29.31,1.83,,
INV01562,Store A,Jackets,66.15,2,132.3,2021-10-11T18:41:07.9728430,Debit Card,10.00%,6.62,13.23,3.31,,
INV00681,Store C,Jeans,61.16,2,122.32,2021-10-11T18:41:07.9728430,Debit Card,10.00%,6.12,12.23,3.06,,
INV01404,Store C,Jackets,166.41,4,665.64,2021-10-11T18:41:07.9728430,Debit Card,15.00%,24.96,99.85,6.24,,
INV00129,Store B,Shoes,74.07,2,148.14,2021-10-11T18:41:07.9728430,Debit Card,10.00%,7.41,14.81,3.70,,
INV00253,Store C,Dresses,188.03,4,752.12,2021-10-11T18:41:07.9728430,Debit Card,15.00%,28.20,112.82,7.05,,
INV01038,Store B,Jeans,184.5,3,553.5,2021-10-11T18:41:07.9728430,Cash,15.00%,27.68,83.03,9.23,,
INV01816,Store C,Jackets,35.72,1,35.72,2021-10-12T18:41:07.9728430,Credit Card,10.00%,3.57,3.57,3.57,,
INV00022,Store B,Jeans,187.67,2,375.34,2021-10-12T18:41:07.9728430,Debit Card,15.00%,28.15,56.30,14.08,,
INV01245,Store B,Accessories,155.76,2,311.52,2021-10-12T18:41:07.9728430,Online Payment,15.00%,23.36,46.73,11.68,,
INV01312,Store C,Shoes,79.64,2,159.28,2021-10-12T18:41:07.9728430,Credit Card,10.00%,7.96,15.93,3.98,,
INV00546,Store B,Accessories,17.91,3,53.73,2021-10-12T18:41:07.9728430,Credit Card,10.00%,1.79,5.37,0.60,,
INV01621,Store A,T-Shirts,124.63,3,373.89,2021-10-12T18:41:07.9728430,Credit Card,12.00%,14.96,44.87,4.99,,
INV00190,Store A,Jeans,156.53,2,313.06,2021-10-12T18:41:07.9728430,Debit Card,15.00%,23.48,46.96,11.74,,
INV00850,Store A,Shoes,63.91,2,127.82,2021-10-12T18:41:07.9728430,Debit Card,10.00%,6.39,12.78,3.20,,
INV00092,Store B,Dresses,199.5,4,798,2021-10-13T18:41:07.9728430,Credit Card,15.00%,29.93,119.70,7.48,,
INV00781,Store C,Dresses,71.05,2,142.1,2021-10-13T18:41:07.9728430,Credit Card,10.00%,7.11,14.21,3.55,,
INV01894,Store C,Accessories,51.76,2,103.52,2021-10-13T18:41:07.9728430,Credit Card,10.00%,5.18,10.35,2.59,,
INV00763,Store A,Jackets,183.83,1,183.83,2021-10-13T18:41:07.9728430,Cash,15.00%,27.57,27.57,27.57,,
INV01610,Store B,T-Shirts,171.44,2,342.88,2021-10-13T18:41:07.9728430,Cash,15.00%,25.72,51.43,12.86,,
INV00115,Store B,Dresses,174.1,3,522.3,2021-10-13T18:41:07.9728430,Online Payment,15.00%,26.12,78.35,8.71,,
INV00798,Store A,Accessories,74.17,4,296.68,2021-10-13T18:41:07.9728430,Credit Card,10.00%,7.42,29.67,1.85,,
INV00824,Store B,Accessories,147.05,4,588.2,2021-10-13T18:41:07.9728430,Debit Card,12.00%,17.65,70.58,4.41,,
INV01140,Store C,Dresses,85.4,2,170.8,2021-10-13T18:41:07.9728430,Debit Card,10.00%,8.54,17.08,4.27,,
INV01933,Store A,Jeans,42.94,2,85.88,2021-10-13T18:41:07.9728430,Cash,10.00%,4.29,8.59,2.15,,
INV00716,Store C,Jackets,111.3,1,111.3,2021-10-13T18:41:07.9728430,Credit Card,12.00%,13.36,13.36,13.36,,
INV01156,Store B,Jeans,159.59,4,638.36,2021-10-13T18:41:07.9728430,Debit Card,15.00%,23.94,95.75,5.98,,
INV01651,Store A,T-Shirts,52.12,1,52.12,2021-10-14T18:41:07.9728430,Online Payment,10.00%,5.21,5.21,5.21,,
INV01213,Store C,Shoes,105.67,2,211.34,2021-10-14T18:41:07.9728430,Debit Card,12.00%,12.68,25.36,6.34,,
INV01797,Store C,Jackets,183.76,3,551.28,2021-10-14T18:41:07.9728430,Online Payment,15.00%,27.56,82.69,9.19,,
INV00637,Store A,Shoes,142.73,4,570.92,2021-10-14T18:41:07.9728430,Credit Card,12.00%,17.13,68.51,4.28,,
INV00099,Store A,Accessories,145.96,3,437.88,2021-10-14T18:41:07.9728430,Cash,12.00%,17.52,52.55,5.84,,
INV01277,Store A,Accessories,94.72,2,189.44,2021-10-14T18:41:07.9728430,Credit Card,10.00%,9.47,18.94,4.74,,
INV00152,Store A,Jackets,104.07,3,312.21,2021-10-14T18:41:07.9728430,Online Payment,12.00%,12.49,37.47,4.16,,
INV00593,Store A,Accessories,169.1,2,338.2,2021-10-14T18:41:07.9728430,Debit Card,15.00%,25.37,50.73,12.68,,
INV01964,Store C,Jackets,139.4,3,418.2,2021-10-14T18:41:07.9728430,Debit Card,12.00%,16.73,50.18,5.58,,
INV00973,Store B,T-Shirts,166.64,4,666.56,2021-10-15T18:41:07.9728430,Cash,15.00%,25.00,99.98,6.25,,
INV01987,Store C,Jeans,159.53,1,159.53,2021-10-15T18:41:07.9728430,Cash,15.00%,23.93,23.93,23.93,,
INV00888,Store B,Jeans,143.1,1,143.1,2021-10-15T18:41:07.9728430,Online Payment,12.00%,17.17,17.17,17.17,,
INV01637,Store B,Jackets,69.91,3,209.73,2021-10-15T18:41:07.9728430,Cash,10.00%,6.99,20.97,2.33,,
INV01856,Store C,Dresses,185.13,2,370.26,2021-10-15T18:41:07.9728430,Cash,15.00%,27.77,55.54,13.88,,
INV00291,Store B,Jeans,142.85,4,571.4,2021-10-15T18:41:07.9728430,Online Payment,12.00%,17.14,68.57,4.29,,
INV00350,Store C,Jackets,109.71,3,329.13,2021-10-15T18:41:07.9728430,Credit Card,12.00%,13.17,39.50,4.39,,
INV01278,Store C,T-Shirts,20.95,4,83.8,2021-10-16T18:41:07.9728430,Online Payment,10.00%,2.10,8.38,0.52,,
INV00840,Store A,Jackets,192.74,3,578.22,2021-10-16T18:41:07.9728430,Cash,15.00%,28.91,86.73,9.64,,
INV00518,Store A,Jeans,108.17,3,324.51,2021-10-16T18:41:07.9728430,Debit Card,12.00%,12.98,38.94,4.33,,
INV01090,Store B,Jeans,60.97,3,182.91,2021-10-16T18:41:07.9728430,Credit Card,10.00%,6.10,18.29,2.03,,
INV00108,Store B,T-Shirts,90.53,2,181.06,2021-10-16T18:41:07.9728430,Cash,10.00%,9.05,18.11,4.53,,
INV01269,Store A,Dresses,136.27,3,408.81,2021-10-16T18:41:07.9728430,Online Payment,12.00%,16.35,49.06,5.45,,
INV01824,Store C,T-Shirts,152.47,3,457.41,2021-10-16T18:41:07.9728430,Cash,15.00%,22.87,68.61,7.62,,
INV01341,Store B,Jackets,42.27,1,42.27,2021-10-17T18:41:07.9728430,Credit Card,10.00%,4.23,4.23,4.23,,
INV01945,Store A,T-Shirts,19.47,1,19.47,2021-10-17T18:41:07.9728430,Cash,10.00%,1.95,1.95,1.95,,
INV00506,Store C,Shoes,38.99,1,38.99,2021-10-17T18:41:07.9728430,Debit Card,10.00%,3.90,3.90,3.90,,
INV01463,Store C,Shoes,159.38,4,637.52,2021-10-17T18:41:07.9728430,Cash,15.00%,23.91,95.63,5.98,,
INV00985,Store C,Jeans,114.33,3,342.99,2021-10-17T18:41:07.9728430,Online Payment,12.00%,13.72,41.16,4.57,,
INV00476,Store B,Jackets,61.47,3,184.41,2021-10-17T18:41:07.9728430,Credit Card,10.00%,6.15,18.44,2.05,,
INV01713,Store C,Jackets,189.34,4,757.36,2021-10-17T18:41:07.9728430,Credit Card,15.00%,28.40,113.60,7.10,,
INV00751,Store A,Dresses,157.59,2,315.18,2021-10-18T18:41:07.9728430,Online Payment,15.00%,23.64,47.28,11.82,,
INV01424,Store C,Jeans,182.11,2,364.22,2021-10-18T18:41:07.9728430,Debit Card,15.00%,27.32,54.63,13.66,,
INV00303,Store B,Accessories,34.6,3,103.8,2021-10-18T18:41:07.9728430,Online Payment,10.00%,3.46,10.38,1.15,,
INV00087,Store B,Shoes,177.25,2,354.5,2021-10-18T18:41:07.9728430,Online Payment,15.00%,26.59,53.18,13.29,,
INV01206,Store C,Accessories,162.86,2,325.72,2021-10-18T18:41:07.9728430,Cash,15.00%,24.43,48.86,12.21,,
INV00918,Store C,Shoes,184.83,2,369.66,2021-10-18T18:41:07.9728430,Debit Card,15.00%,27.72,55.45,13.86,,
INV00465,Store B,Dresses,150.11,3,450.33,2021-10-19T18:41:07.9728430,Cash,15.00%,22.52,67.55,7.51,,
INV01036,Store C,Shoes,59.13,4,236.52,2021-10-19T18:41:07.9728430,Credit Card,10.00%,5.91,23.65,1.48,,
INV00372,Store B,Jeans,129.62,2,259.24,2021-10-19T18:41:07.9728430,Online Payment,12.00%,15.55,31.11,7.78,,
INV01436,Store A,Accessories,117.14,1,117.14,2021-10-19T18:41:07.9728430,Online Payment,12.00%,14.06,14.06,14.06,,
INV01646,Store A,Jeans,103.63,1,103.63,2021-10-19T18:41:07.9728430,Online Payment,12.00%,12.44,12.44,12.44,,
INV00146,Store A,Accessories,125.31,3,375.93,2021-10-19T18:41:07.9728430,Cash,12.00%,15.04,45.11,5.01,,
INV01915,Store B,Jeans,83.49,2,166.98,2021-10-19T18:41:07.9728430,Debit Card,10.00%,8.35,16.70,4.17,,
INV00582,Store B,T-Shirts,165.22,4,660.88,2021-10-19T18:41:07.9728430,Online Payment,15.00%,24.78,99.13,6.20,,
INV00883,Store A,Jeans,160.26,2,320.52,2021-10-19T18:41:07.9728430,Credit Card,15.00%,24.04,48.08,12.02,,
INV00353,Store C,Jeans,65.48,2,130.96,2021-10-20T18:41:07.9728430,Cash,10.00%,6.55,13.10,3.27,,
INV01622,Store B,Dresses,192.43,3,577.29,2021-10-20T18:41:07.9728430,Debit Card,15.00%,28.86,86.59,9.62,,
INV00787,Store B,Jackets,106.11,3,318.33,2021-10-20T18:41:07.9728430,Credit Card,12.00%,12.73,38.20,4.24,,
INV00971,Store B,Jackets,150.07,2,300.14,2021-10-20T18:41:07.9728430,Credit Card,15.00%,22.51,45.02,11.26,,
INV01255,Store A,Jeans,20.1,2,40.2,2021-10-20T18:41:07.9728430,Credit Card,10.00%,2.01,4.02,1.01,,
INV00593,Store A,Shoes,36.51,1,36.51,2021-10-20T18:41:07.9728430,Debit Card,10.00%,3.65,3.65,3.65,,
INV01106,Store A,Shoes,141.98,4,567.92,2021-10-20T18:41:07.9728430,Debit Card,12.00%,17.04,68.15,4.26,,
INV00160,Store A,T-Shirts,146.3,2,292.6,2021-10-20T18:41:07.9728430,Online Payment,12.00%,17.56,35.11,8.78,,
INV01137,Store B,Shoes,15.96,2,31.92,2021-10-20T18:41:07.9728430,Credit Card,10.00%,1.60,3.19,0.80,,
INV01745,Store A,Accessories,24.04,1,24.04,2021-10-21T18:41:07.9728430,Credit Card,10.00%,2.40,2.40,2.40,,
INV00453,Store A,Jeans,110.97,4,443.88,2021-10-21T18:41:07.9728430,Cash,12.00%,13.32,53.27,3.33,,
INV00078,Store C,Accessories,87.83,2,175.66,2021-10-21T18:41:07.9728430,Cash,10.00%,8.78,17.57,4.39,,
INV01692,Store B,Jeans,14.58,1,14.58,2021-10-21T18:41:07.9728430,Cash,10.00%,1.46,1.46,1.46,,
INV01782,Store C,Dresses,92.54,1,92.54,2021-10-21T18:41:07.9728430,Credit Card,10.00%,9.25,9.25,9.25,,
INV00126,Store C,Dresses,156.3,2,312.6,2021-10-21T18:41:07.9728430,Debit Card,15.00%,23.45,46.89,11.72,,
INV01500,Store B,Jackets,101.01,2,202.02,2021-10-21T18:41:07.9728430,Debit Card,12.00%,12.12,24.24,6.06,,
INV00191,Store A,Accessories,12.43,1,12.43,2021-10-21T18:41:07.9728430,Cash,10.00%,1.24,1.24,1.24,,
INV00893,Store A,Shoes,105.45,1,105.45,2021-10-21T18:41:07.9728430,Credit Card,12.00%,12.65,12.65,12.65,,
INV01084,Store B,T-Shirts,128.1,3,384.3,2021-10-21T18:41:07.9728430,Debit Card,12.00%,15.37,46.12,5.12,,
INV01026,Store B,T-Shirts,174.72,2,349.44,2021-10-21T18:41:07.9728430,Debit Card,15.00%,26.21,52.42,13.10,,
INV00893,Store A,T-Shirts,31.56,2,63.12,2021-10-21T18:41:07.9728430,Credit Card,10.00%,3.16,6.31,1.58,,
INV01629,Store B,T-Shirts,67.88,1,67.88,2021-10-21T18:41:07.9728430,Online Payment,10.00%,6.79,6.79,6.79,,
INV01550,Store A,Dresses,147.13,2,294.26,2021-10-22T18:41:07.9728430,Credit Card,12.00%,17.66,35.31,8.83,,
INV01839,Store A,Jackets,55.37,1,55.37,2021-10-22T18:41:07.9728430,Online Payment,10.00%,5.54,5.54,5.54,,
INV00949,Store C,Dresses,94.37,1,94.37,2021-10-22T18:41:07.9728430,Cash,10.00%,9.44,9.44,9.44,,
INV01446,Store B,Dresses,26.86,3,80.58,2021-10-22T18:41:07.9728430,Credit Card,10.00%,2.69,8.06,0.90,,
INV00669,Store B,Dresses,121.32,1,121.32,2021-10-22T18:41:07.9728430,Credit Card,12.00%,14.56,14.56,14.56,,
INV00477,Store B,Accessories,10.66,1,10.66,2021-10-22T18:41:07.9728430,Credit Card,10.00%,1.07,1.07,1.07,,
INV01126,Store C,Accessories,175.29,1,175.29,2021-10-23T18:41:07.9728430,Credit Card,15.00%,26.29,26.29,26.29,,
INV01812,Store A,Shoes,117.81,3,353.43,2021-10-23T18:41:07.9728430,Cash,12.00%,14.14,42.41,4.71,,
INV00086,Store C,T-Shirts,94.27,4,377.08,2021-10-23T18:41:07.9728430,Online Payment,10.00%,9.43,37.71,2.36,,
INV00849,Store A,Jeans,184.56,2,369.12,2021-10-23T18:41:07.9728430,Online Payment,15.00%,27.68,55.37,13.84,,
INV00879,Store B,Jeans,32.18,1,32.18,2021-10-23T18:41:07.9728430,Cash,10.00%,3.22,3.22,3.22,,
INV01385,Store B,Jackets,182.04,2,364.08,2021-10-23T18:41:07.9728430,Debit Card,15.00%,27.31,54.61,13.65,,
INV00209,Store C,Accessories,64.05,2,128.1,2021-10-24T18:41:07.9728430,Debit Card,10.00%,6.41,12.81,3.20,,
INV01027,Store B,Jackets,196.2,2,392.4,2021-10-24T18:41:07.9728430,Debit Card,15.00%,29.43,58.86,14.72,,
INV00800,Store A,T-Shirts,153.9,2,307.8,2021-10-24T18:41:07.9728430,Online Payment,15.00%,23.09,46.17,11.54,,
INV00590,Store C,Jackets,150.23,4,600.92,2021-10-24T18:41:07.9728430,Credit Card,15.00%,22.53,90.14,5.63,,
INV00289,Store A,Shoes,57.14,3,171.42,2021-10-24T18:41:07.9728430,Debit Card,10.00%,5.71,17.14,1.90,,
INV00287,Store C,T-Shirts,73.06,4,292.24,2021-10-24T18:41:07.9728430,Debit Card,10.00%,7.31,29.22,1.83,,
INV00505,Store B,Accessories,110.18,4,440.72,2021-10-24T18:41:07.9728430,Online Payment,12.00%,13.22,52.89,3.31,,
INV01749,Store A,Jeans,107.04,4,428.16,2021-10-24T18:41:07.9728430,Debit Card,12.00%,12.84,51.38,3.21,,
INV00067,Store B,Shoes,196.86,1,196.86,2021-10-24T18:41:07.9728430,Credit Card,15.00%,29.53,29.53,29.53,,
INV00218,Store B,Jackets,165.42,3,496.26,2021-10-25T18:41:07.9728430,Credit Card,15.00%,24.81,74.44,8.27,,
INV01696,Store C,Shoes,95.33,3,285.99,2021-10-25T18:41:07.9728430,Debit Card,10.00%,9.53,28.60,3.18,,
INV01746,Store B,Jeans,78.53,1,78.53,2021-10-25T18:41:07.9728430,Cash,10.00%,7.85,7.85,7.85,,
INV00311,Store B,Accessories,136.86,3,410.58,2021-10-25T18:41:07.9728430,Credit Card,12.00%,16.42,49.27,5.47,,
INV00467,Store A,Accessories,121.57,3,364.71,2021-10-25T18:41:07.9728430,Cash,12.00%,14.59,43.77,4.86,,
INV01961,Store A,Shoes,63.26,1,63.26,2021-10-25T18:41:07.9728430,Credit Card,10.00%,6.33,6.33,6.33,,
INV00726,Store A,T-Shirts,29.01,3,87.03,2021-10-25T18:41:07.9728430,Online Payment,10.00%,2.90,8.70,0.97,,
INV00679,Store B,Jeans,115.53,4,462.12,2021-10-25T18:41:07.9728430,Cash,12.00%,13.86,55.45,3.47,,
INV00917,Store B,Accessories,116.46,2,232.92,2021-10-25T18:41:07.9728430,Cash,12.00%,13.98,27.95,6.99,,
INV00595,Store C,Jackets,199.13,3,597.39,2021-10-25T18:41:07.9728430,Online Payment,15.00%,29.87,89.61,9.96,,
INV01523,Store C,Dresses,25.1,1,25.1,2021-10-25T18:41:07.9728430,Cash,10.00%,2.51,2.51,2.51,,
INV00685,Store C,Jeans,56.64,4,226.56,2021-10-26T18:41:07.9728430,Online Payment,10.00%,5.66,22.66,1.42,,
INV00086,Store B,Accessories,57.7,3,173.1,2021-10-26T18:41:07.9728430,Credit Card,10.00%,5.77,17.31,1.92,,
INV00956,Store B,Accessories,191.84,2,383.68,2021-10-26T18:41:07.9728430,Credit Card,15.00%,28.78,57.55,14.39,,
INV00193,Store C,Jeans,61.72,4,246.88,2021-10-26T18:41:07.9728430,Debit Card,10.00%,6.17,24.69,1.54,,
INV01185,Store C,Jeans,61.46,1,61.46,2021-10-26T18:41:07.9728430,Credit Card,10.00%,6.15,6.15,6.15,,
INV00952,Store A,Dresses,107.92,2,215.84,2021-10-26T18:41:07.9728430,Debit Card,12.00%,12.95,25.90,6.48,,
INV00413,Store A,Accessories,117.7,3,353.1,2021-10-26T18:41:07.9728430,Online Payment,12.00%,14.12,42.37,4.71,,
